date,name,mobility,new
2020-05-08,Knox (C),0.14634146341463417,0.008752857808074336
2020-05-08,Manningham (C),0.16666666666666663,0.0
2020-05-08,Maribyrnong (C),0.11111111111111116,0.04688298475834166
2020-05-08,Maroondah (C),0.1707317073170732,0.024315074738460975
2020-05-08,Melbourne (C),0.1132075471698113,0.008387720712385896
2020-05-08,Melton (C),0.11111111111111116,0.09115554234813032
2020-05-08,Monash (C),0.11363636363636365,0.0
2020-05-08,Moonee Valley (C),0.15555555555555556,0.0
2020-05-08,Moreland (C),0.17391304347826086,0.007858793203715641
2020-05-08,Mornington Peninsula (S),0.17647058823529416,0.008615037893244174
2020-05-08,Nillumbik (S),0.10526315789473684,0.04399597876754064
2020-05-08,Port Phillip (C),0.16666666666666663,0.0
2020-05-08,Stonnington (C),0.16000000000000003,0.024571020692485075
2020-05-08,Whitehorse (C),0.11627906976744184,0.0
2020-05-08,Whittlesea (C),0.1578947368421053,0.00639619707706586
2020-05-08,Wyndham (C),0.16666666666666663,0.07831865511205442
2020-05-08,Yarra (C),0.1636363636363637,0.02898680955231322
2020-05-08,average,0.15267108269465812,0.020546773182370113
2020-05-08,highSE,0.14352665314758406,0.011050783526724953
2020-05-08,lowSE,0.1578381819036453,0.04199094832620143
2020-05-08,midSE,0.1540633076633513,0.020538583269064683
2020-05-09,Banyule (C),0.08333333333333337,0.03290375651220181
2020-05-09,Boroondara (C),0.050000000000000044,0.00787629801391269
2020-05-09,Brimbank (C),0.15000000000000002,0.15056035827890346
2020-05-09,Cardinia (S),0.11764705882352944,0.0
2020-05-09,Casey (C),0.17948717948717952,0.0
2020-05-09,Darebin (C),0.11627906976744184,0.017674542737486202
2020-05-09,Frankston (C),0.1428571428571429,0.010071213551019257
2020-05-09,Glen Eira (C),0.09523809523809523,0.0
2020-05-09,Greater Dandenong (C),0.1578947368421053,0.0
2020-05-09,Hume (C),0.16666666666666663,0.038193182389632825
2020-05-09,Kingston (C) (Vic.),0.17948717948717952,
2020-05-09,Knox (C),0.15000000000000002,0.008752857808074336
2020-05-09,Manningham (C),0.052631578947368474,0.0
2020-05-09,Melbourne (C),0.06382978723404253,0.025163162137157687
2020-05-09,Melton (C),0.1578947368421053,0.0820399881133173
2020-05-09,Monash (C),0.12195121951219512,0.007135293731501751
2020-05-09,Moreland (C),0.13636363636363635,3.96508223080413e-18
2020-05-09,Mornington Peninsula (S),0.17647058823529416,0.008615037893244174
2020-05-09,Whitehorse (C),0.09999999999999998,0.0
2020-05-09,Whittlesea (C),0.1578947368421053,0.00639619707706586
2020-05-09,Wyndham (C),0.15000000000000002,0.07272446546119339
2020-05-09,average,0.1337578432830857,0.019392460082236957
2020-05-09,highSE,0.0895134999009981,0.009305922969873646
2020-05-09,lowSE,0.1561888864237283,0.04199094832620143
2020-05-09,midSE,0.1327782596214403,0.019457605202271806
2020-05-10,Brimbank (C),0.18181818181818177,0.08896748443753386
2020-05-10,Casey (C),0.19999999999999996,0.0
2020-05-10,Darebin (C),0.17142857142857137,0.017674542737486202
2020-05-10,Frankston (C),0.2142857142857143,0.010071213551019257
2020-05-10,Glen Eira (C),0.09677419354838712,0.0
2020-05-10,Greater Dandenong (C),0.1875,0.0
2020-05-10,Hume (C),0.1875,0.038193182389632825
2020-05-10,Knox (C),0.12903225806451613,0.008752857808074336
2020-05-10,Melbourne (C),0.15000000000000002,0.025163162137157687
2020-05-10,Melton (C),0.25,0.09115554234813032
2020-05-10,Monash (C),0.17647058823529416,0.007135293731501751
2020-05-10,Moreland (C),0.16666666666666663,3.96508223080413e-18
2020-05-10,Mornington Peninsula (S),0.18518518518518523,0.008615037893244174
2020-05-10,Whitehorse (C),0.11764705882352944,0.0
2020-05-10,Whittlesea (C),0.18181818181818177,0.0
2020-05-10,Wyndham (C),0.1875,0.050347706857749266
2020-05-10,average,0.1759184411807112,0.01523693292175761
2020-05-10,highSE,0.1149017475992209,0.007561062413022337
2020-05-10,lowSE,0.19431159907394047,0.030180994109457272
2020-05-10,midSE,0.16972326681082917,0.016214671001893173
2020-05-11,Banyule (C),0.1333333333333333,0.021935837674801204
2020-05-11,Bayside (C),0.17647058823529416,0.0
2020-05-11,Boroondara (C),0.11428571428571432,0.0
2020-05-11,Brimbank (C),0.0714285714285714,0.0821238317884928
2020-05-11,Cardinia (S),0.1428571428571429,0.0
2020-05-11,Casey (C),0.0714285714285714,0.0041962132532360145
2020-05-11,Darebin (C),0.1875,0.017674542737486202
2020-05-11,Frankston (C),0.12,0.0
2020-05-11,Glen Eira (C),0.11111111111111116,0.0
2020-05-11,Greater Dandenong (C),0.1428571428571429,0.0
2020-05-11,Hobsons Bay (C),0.06666666666666665,0.02961352864442592
2020-05-11,Hume (C),0.1428571428571429,0.031827651991360686
2020-05-11,Kingston (C) (Vic.),0.10344827586206895,
2020-05-11,Knox (C),0.10344827586206895,0.0
2020-05-11,Manningham (C),0.16129032258064513,0.0
2020-05-11,Maribyrnong (C),0.11764705882352944,0.031255323172227775
2020-05-11,Maroondah (C),0.1333333333333333,0.024315074738460975
2020-05-11,Melbourne (C),0.09999999999999998,0.025163162137157687
2020-05-11,Melton (C),0.07692307692307687,0.08203998811331728
2020-05-11,Monash (C),0.11764705882352944,0.007135293731501751
2020-05-11,Moonee Valley (C),0.11764705882352944,0.0
2020-05-11,Moreland (C),0.12121212121212122,0.007858793203715641
2020-05-11,Mornington Peninsula (S),0.16666666666666663,0.008615037893244174
2020-05-11,Port Phillip (C),0.11111111111111116,0.0
2020-05-11,Stonnington (C),0.10526315789473684,0.024571020692485075
2020-05-11,Whitehorse (C),0.125,0.0
2020-05-11,Whittlesea (C),0.10344827586206895,0.0
2020-05-11,Wyndham (C),0.1428571428571429,0.07831865511205442
2020-05-11,Yarra (C),0.13157894736842102,0.02898680955231322
2020-05-11,average,0.11900757964745268,0.015929520781837504
2020-05-11,highSE,0.1246975510380991,0.006397822041788132
2020-05-11,lowSE,0.11408053828332576,0.028868776974263485
2020-05-11,midSE,0.12075969238613138,0.019457605202271806
2020-05-12,Banyule (C),0.17142857142857137,0.010967918837400602
2020-05-12,Bayside (C),0.1578947368421053,0.0
2020-05-12,Boroondara (C),0.14634146341463417,0.0
2020-05-12,Brimbank (C),0.12903225806451613,0.0615928738413696
2020-05-12,Cardinia (S),0.1333333333333333,0.0
2020-05-12,Casey (C),0.1875,0.0041962132532360145
2020-05-12,Darebin (C),0.16666666666666663,0.008837271368743103
2020-05-12,Frankston (C),0.18518518518518523,0.0
2020-05-12,Glen Eira (C),0.09999999999999998,0.0
2020-05-12,Greater Dandenong (C),0.1333333333333333,0.0
2020-05-12,Hobsons Bay (C),0.17647058823529416,0.02961352864442592
2020-05-12,Hume (C),0.12903225806451613,0.038193182389632825
2020-05-12,Kingston (C) (Vic.),0.17647058823529416,
2020-05-12,Knox (C),0.125,0.0
2020-05-12,Manningham (C),0.1428571428571429,0.0
2020-05-12,Maribyrnong (C),0.1578947368421053,0.031255323172227775
2020-05-12,Maroondah (C),0.19999999999999996,0.024315074738460975
2020-05-12,Melbourne (C),0.13043478260869568,0.025163162137157687
2020-05-12,Melton (C),0.13793103448275867,0.07292443387850425
2020-05-12,Monash (C),0.13157894736842102,0.007135293731501751
2020-05-12,Moonee Valley (C),0.1578947368421053,0.011168916458738673
2020-05-12,Moreland (C),0.13157894736842102,0.007858793203715641
2020-05-12,Mornington Peninsula (S),0.24137931034482762,0.008615037893244174
2020-05-12,Nillumbik (S),0.125,0.02199798938377032
2020-05-12,Port Phillip (C),0.19047619047619047,0.0
2020-05-12,Stonnington (C),0.13636363636363635,0.024571020692485075
2020-05-12,Whitehorse (C),0.10810810810810811,0.0
2020-05-12,Whittlesea (C),0.1875,0.0
2020-05-12,Wyndham (C),0.125,0.07272446546119338
2020-05-12,Yarra (C),0.1333333333333333,0.02898680955231322
2020-05-12,average,0.15186540404409143,0.015006070301730982
2020-05-12,highSE,0.13818776578235792,0.006979442227405234
2020-05-12,lowSE,0.15478241059424958,0.026244342703875895
2020-05-12,midSE,0.16058058892472338,0.01783613810208249
2020-05-13,Banyule (C),0.21052631578947367,0.010967918837400602
2020-05-13,Bayside (C),0.23076923076923073,0.0
2020-05-13,Boroondara (C),0.16666666666666663,0.0
2020-05-13,Brimbank (C),0.1875,0.054749221192328536
2020-05-13,Cardinia (S),0.1875,0.0
2020-05-13,Casey (C),0.21212121212121215,0.0041962132532360145
2020-05-13,Darebin (C),0.21052631578947367,0.0
2020-05-13,Frankston (C),0.31034482758620685,0.0
2020-05-13,Glen Eira (C),0.19047619047619047,0.0
2020-05-13,Greater Dandenong (C),0.1875,0.0
2020-05-13,Hobsons Bay (C),0.17647058823529416,0.01480676432221296
2020-05-13,Hume (C),0.1875,0.04455871278790497
2020-05-13,Kingston (C) (Vic.),0.16666666666666663,
2020-05-13,Knox (C),0.19999999999999996,0.0
2020-05-13,Manningham (C),0.21052631578947367,0.0
2020-05-13,Maribyrnong (C),0.15000000000000002,0.015627661586113888
2020-05-13,Maroondah (C),0.2222222222222222,0.024315074738460975
2020-05-13,Melbourne (C),0.14893617021276595,0.025163162137157687
2020-05-13,Melton (C),0.1875,0.07292443387850425
2020-05-13,Monash (C),0.15000000000000002,0.007135293731501751
2020-05-13,Moonee Valley (C),0.15000000000000002,0.011168916458738673
2020-05-13,Moreland (C),0.15000000000000002,0.007858793203715641
2020-05-13,Mornington Peninsula (S),0.33333333333333337,0.008615037893244174
2020-05-13,Nillumbik (S),0.1428571428571429,0.02199798938377032
2020-05-13,Port Phillip (C),0.18181818181818177,0.0
2020-05-13,Stonnington (C),0.17391304347826086,0.012285510346242538
2020-05-13,Whitehorse (C),0.1578947368421053,0.0
2020-05-13,Whittlesea (C),0.20588235294117652,0.0
2020-05-13,Wyndham (C),0.21212121212121215,0.050347706857749266
2020-05-13,Yarra (C),0.17391304347826086,0.01449340477615661
2020-05-13,average,0.1942870312016125,0.012928306721491306
2020-05-13,highSE,0.18663108766117598,0.005816201856171029
2020-05-13,lowSE,0.20602431662494902,0.026244342703875895
2020-05-13,midSE,0.1852362230525164,0.014052714868307416
2020-05-14,Banyule (C),0.21052631578947367,0.010967918837400602
2020-05-14,Bayside (C),0.23076923076923073,0.0
2020-05-14,Boroondara (C),0.19999999999999996,0.0
2020-05-14,Brimbank (C),0.1875,0.0410619158942464
2020-05-14,Cardinia (S),0.23529411764705888,0.0
2020-05-14,Casey (C),0.21212121212121215,0.0041962132532360145
2020-05-14,Darebin (C),0.19999999999999996,0.0
2020-05-14,Frankston (C),0.22580645161290325,0.0
2020-05-14,Glen Eira (C),0.19047619047619047,0.0
2020-05-14,Greater Dandenong (C),0.21212121212121215,0.0
2020-05-14,Hobsons Bay (C),0.16666666666666663,0.01480676432221296
2020-05-14,Hume (C),0.1875,0.06365530398272139
2020-05-14,Kingston (C) (Vic.),0.21621621621621623,
2020-05-14,Knox (C),0.18918918918918914,0.0
2020-05-14,Manningham (C),0.21052631578947367,0.0
2020-05-14,Maribyrnong (C),0.1707317073170732,0.015627661586113888
2020-05-14,Maroondah (C),0.21052631578947367,0.012157537369230488
2020-05-14,Melbourne (C),0.17647058823529416,0.016775441424771793
2020-05-14,Melton (C),0.21212121212121215,0.07292443387850425
2020-05-14,Monash (C),0.17500000000000004,0.021405881194505254
2020-05-14,Moonee Valley (C),0.2195121951219512,0.011168916458738673
2020-05-14,Moreland (C),0.1707317073170732,0.039293966018578194
2020-05-14,Mornington Peninsula (S),0.27586206896551724,0.0
2020-05-14,Port Phillip (C),0.19999999999999996,0.0
2020-05-14,Stonnington (C),0.19148936170212771,0.012285510346242538
2020-05-14,Whitehorse (C),0.20512820512820518,0.0
2020-05-14,Whittlesea (C),0.23529411764705888,0.0
2020-05-14,Wyndham (C),0.17647058823529416,0.02797094825430515
2020-05-14,Yarra (C),0.20408163265306123,0.01449340477615661
2020-05-14,average,0.20293914443143446,0.012697444101464676
2020-05-14,highSE,0.20207775897798352,0.005234581670553926
2020-05-14,lowSE,0.20278397230799683,0.02755655983906969
2020-05-14,midSE,0.20391600820489064,0.013512225834910976
2020-05-15,Banyule (C),0.30000000000000004,0.010967918837400602
2020-05-15,Bayside (C),0.2790697674418605,0.0
2020-05-15,Boroondara (C),0.276595744680851,0.0
2020-05-15,Brimbank (C),0.26315789473684215,0.027374610596164268
2020-05-15,Cardinia (S),0.32432432432432434,0.0
2020-05-15,Casey (C),0.3157894736842105,0.0041962132532360145
2020-05-15,Darebin (C),0.2857142857142857,0.0
2020-05-15,Frankston (C),0.3529411764705882,0.010071213551019257
2020-05-15,Glen Eira (C),0.26086956521739135,0.0
2020-05-15,Greater Dandenong (C),0.2702702702702703,0.0
2020-05-15,Hobsons Bay (C),0.25,0.01480676432221296
2020-05-15,Hume (C),0.26315789473684215,0.05728977358444925
2020-05-15,Kingston (C) (Vic.),0.30000000000000004,
2020-05-15,Knox (C),0.24390243902439024,0.0
2020-05-15,Manningham (C),0.26190476190476186,0.0
2020-05-15,Maribyrnong (C),0.24444444444444446,0.015627661586113888
2020-05-15,Maroondah (C),0.31707317073170727,0.012157537369230488
2020-05-15,Melbourne (C),0.18867924528301883,0.016775441424771793
2020-05-15,Melton (C),0.2222222222222222,0.07292443387850425
2020-05-15,Monash (C),0.25,0.021405881194505254
2020-05-15,Moonee Valley (C),0.28888888888888886,0.011168916458738673
2020-05-15,Moreland (C),0.26086956521739135,0.04715275922229383
2020-05-15,Mornington Peninsula (S),0.2941176470588235,0.0
2020-05-15,Nillumbik (S),0.1578947368421053,0.0
2020-05-15,Port Phillip (C),0.29166666666666663,0.0
2020-05-15,Stonnington (C),0.28,0.0
2020-05-15,Whitehorse (C),0.3023255813953488,0.008104312223490997
2020-05-15,Whittlesea (C),0.26315789473684215,0.00639619707706586
2020-05-15,Wyndham (C),0.2777777777777778,0.02797094825430515
2020-05-15,Yarra (C),0.2727272727272727,0.0
2020-05-15,average,0.27433824197059276,0.011543131001331522
2020-05-15,highSE,0.27106451114441343,0.004652961484936824
2020-05-15,lowSE,0.27893831469286234,0.018371039892713124
2020-05-15,midSE,0.2710454645112723,0.015133692935100293
2020-05-16,Banyule (C),0.4722222222222222,0.010967918837400602
2020-05-16,Boroondara (C),0.44999999999999996,0.0
2020-05-16,Brimbank (C),0.44999999999999996,0.0205309579471232
2020-05-16,Cardinia (S),0.47058823529411764,0.0
2020-05-16,Casey (C),0.4871794871794872,0.0041962132532360145
2020-05-16,Darebin (C),0.4883720930232558,0.0
2020-05-16,Frankston (C),0.5428571428571429,0.010071213551019257
2020-05-16,Glen Eira (C),0.47619047619047616,0.0
2020-05-16,Greater Dandenong (C),0.42105263157894735,0.0
2020-05-16,Hume (C),0.5,0.06365530398272139
2020-05-16,Kingston (C) (Vic.),0.5384615384615384,
2020-05-16,Knox (C),0.5,0.0
2020-05-16,Manningham (C),0.42105263157894735,0.0
2020-05-16,Maribyrnong (C),0.4285714285714286,0.015627661586113888
2020-05-16,Maroondah (C),0.47058823529411764,0.012157537369230488
2020-05-16,Melbourne (C),0.4042553191489362,0.0
2020-05-16,Melton (C),0.4736842105263158,0.07292443387850425
2020-05-16,Monash (C),0.46341463414634143,0.014270587463003501
2020-05-16,Moonee Valley (C),0.38888888888888884,0.011168916458738673
2020-05-16,Moreland (C),0.4545454545454546,0.05501155242600947
2020-05-16,Mornington Peninsula (S),0.5882352941176471,0.0
2020-05-16,Port Phillip (C),0.36111111111111116,0.0
2020-05-16,Whitehorse (C),0.44999999999999996,0.008104312223490997
2020-05-16,Whittlesea (C),0.4736842105263158,0.00639619707706586
2020-05-16,Wyndham (C),0.44999999999999996,0.02797094825430515
2020-05-16,average,0.4680746291820743,0.010850543141251631
2020-05-16,highSE,0.45132624404232646,0.00407134129931972
2020-05-16,lowSE,0.47308847590314285,0.018371039892713124
2020-05-16,midSE,0.4742367354194862,0.014052714868307416
2020-05-17,Boroondara (C),0.40625,0.00787629801391269
2020-05-17,Brimbank (C),0.36363636363636365,0.0205309579471232
2020-05-17,Casey (C),0.4,0.0041962132532360145
2020-05-17,Darebin (C),0.4571428571428572,0.0
2020-05-17,Frankston (C),0.5,0.010071213551019257
2020-05-17,Glen Eira (C),0.3548387096774194,0.0
2020-05-17,Greater Dandenong (C),0.375,0.0
2020-05-17,Hume (C),0.375,0.06365530398272139
2020-05-17,Kingston (C) (Vic.),0.4137931034482759,
2020-05-17,Knox (C),0.3870967741935484,0.0
2020-05-17,Melbourne (C),0.35,0.0
2020-05-17,Melton (C),0.4375,0.06380887964369122
2020-05-17,Monash (C),0.4117647058823529,0.014270587463003501
2020-05-17,Moreland (C),0.4444444444444444,0.05501155242600947
2020-05-17,Mornington Peninsula (S),0.5555555555555556,0.0
2020-05-17,Whitehorse (C),0.4117647058823529,0.008104312223490997
2020-05-17,Whittlesea (C),0.4242424242424242,0.00639619707706586
2020-05-17,Wyndham (C),0.4375,0.02797094825430515
2020-05-17,average,0.41486239260949476,0.011543131001331525
2020-05-17,highSE,0.391330836083449,0.005816201856171029
2020-05-17,lowSE,0.4143371302880936,0.01968325702790692
2020-05-17,midSE,0.4339932390321799,0.013512225834910976
2020-05-18,Banyule (C),0.2666666666666667,0.010967918837400602
2020-05-18,Bayside (C),0.2941176470588235,0.0
2020-05-18,Boroondara (C),0.22857142857142854,0.015752596027825385
2020-05-18,Brimbank (C),0.2857142857142857,0.0205309579471232
2020-05-18,Cardinia (S),0.2857142857142857,0.0
2020-05-18,Casey (C),0.2857142857142857,0.0
2020-05-18,Darebin (C),0.3125,0.008837271368743103
2020-05-18,Frankston (C),0.36,0.010071213551019257
2020-05-18,Glen Eira (C),0.2777777777777778,0.009281259281259282
2020-05-18,Greater Dandenong (C),0.2857142857142857,0.0
2020-05-18,Hobsons Bay (C),0.2666666666666667,0.0
2020-05-18,Hume (C),0.2857142857142857,0.05728977358444925
2020-05-18,Kingston (C) (Vic.),0.24137931034482762,
2020-05-18,Knox (C),0.24137931034482762,0.0
2020-05-18,Manningham (C),0.22580645161290325,0.0
2020-05-18,Maribyrnong (C),0.2941176470588235,0.0
2020-05-18,Maroondah (C),0.33333333333333337,0.0
2020-05-18,Melbourne (C),0.19999999999999996,0.0
2020-05-18,Melton (C),0.3076923076923077,0.05469332540887818
2020-05-18,Monash (C),0.23529411764705888,0.014270587463003501
2020-05-18,Moonee Valley (C),0.2941176470588235,0.011168916458738673
2020-05-18,Moreland (C),0.24242424242424243,0.04715275922229383
2020-05-18,Mornington Peninsula (S),0.33333333333333337,0.0
2020-05-18,Port Phillip (C),0.2777777777777778,0.0
2020-05-18,Stonnington (C),0.26315789473684215,0.0
2020-05-18,Whitehorse (C),0.1875,0.008104312223490997
2020-05-18,Whittlesea (C),0.31034482758620685,0.00639619707706586
2020-05-18,Wyndham (C),0.2857142857142857,0.0
2020-05-18,Yarra (C),0.23684210526315785,0.01449340477615661
2020-05-18,average,0.27369190631571305,0.009234504801065219
2020-05-18,highSE,0.24718771114495253,0.006397822041788132
2020-05-18,lowSE,0.2981912893816834,0.01705882275751933
2020-05-18,midSE,0.26339523477783067,0.008647824534343025
2020-05-19,Banyule (C),0.22857142857142854,0.010967918837400602
2020-05-19,Bayside (C),0.26315789473684215,0.013509588430388469
2020-05-19,Boroondara (C),0.24390243902439024,0.015752596027825385
2020-05-19,Brimbank (C),0.25806451612903225,0.0205309579471232
2020-05-19,Cardinia (S),0.2666666666666667,0.0
2020-05-19,Casey (C),0.25,0.0
2020-05-19,Darebin (C),0.2777777777777778,0.017674542737486205
2020-05-19,Frankston (C),0.33333333333333337,0.010071213551019257
2020-05-19,Glen Eira (C),0.19999999999999996,0.009281259281259282
2020-05-19,Greater Dandenong (C),0.19999999999999996,0.0
2020-05-19,Hobsons Bay (C),0.23529411764705888,0.0
2020-05-19,Hume (C),0.19354838709677424,0.0509242431861771
2020-05-19,Kingston (C) (Vic.),0.23529411764705888,
2020-05-19,Knox (C),0.25,0.0
2020-05-19,Manningham (C),0.2571428571428571,0.0
2020-05-19,Maribyrnong (C),0.21052631578947367,0.0
2020-05-19,Maroondah (C),0.2571428571428571,0.0
2020-05-19,Melbourne (C),0.21739130434782605,0.0
2020-05-19,Melton (C),0.2068965517241379,0.05469332540887818
2020-05-19,Monash (C),0.23684210526315785,0.014270587463003501
2020-05-19,Moonee Valley (C),0.21052631578947367,0.0
2020-05-19,Moreland (C),0.1842105263157895,0.04715275922229383
2020-05-19,Mornington Peninsula (S),0.31034482758620685,0.0
2020-05-19,Nillumbik (S),0.1875,0.0
2020-05-19,Port Phillip (C),0.23809523809523814,0.0
2020-05-19,Stonnington (C),0.2272727272727273,0.0
2020-05-19,Whitehorse (C),0.21621621621621623,0.008104312223490997
2020-05-19,Whittlesea (C),0.25,0.00639619707706586
2020-05-19,Wyndham (C),0.1875,0.0
2020-05-19,Yarra (C),0.1777777777777778,0.01449340477615661
2020-05-19,average,0.23390670952211667,0.00946536742109185
2020-05-19,highSE,0.23248412848999667,0.006397822041788132
2020-05-19,lowSE,0.2351247741226028,0.018371039892713128
2020-05-19,midSE,0.2335522810559464,0.008647824534343025
2020-05-20,Banyule (C),0.21052631578947367,0.010967918837400602
2020-05-20,Bayside (C),0.23076923076923073,0.013509588430388469
2020-05-20,Boroondara (C),0.2142857142857143,0.015752596027825385
2020-05-20,Brimbank (C),0.1875,0.0
2020-05-20,Cardinia (S),0.25,0.0
2020-05-20,Casey (C),0.21212121212121215,0.0
2020-05-20,Darebin (C),0.21052631578947367,0.017674542737486205
2020-05-20,Frankston (C),0.31034482758620685,0.010071213551019257
2020-05-20,Glen Eira (C),0.23809523809523814,0.009281259281259282
2020-05-20,Greater Dandenong (C),0.1875,0.0
2020-05-20,Hobsons Bay (C),0.17647058823529416,0.0
2020-05-20,Hume (C),0.1875,0.038193182389632825
2020-05-20,Kingston (C) (Vic.),0.2222222222222222,
2020-05-20,Knox (C),0.19999999999999996,0.0
2020-05-20,Manningham (C),0.21052631578947367,0.0
2020-05-20,Maribyrnong (C),0.19999999999999996,0.0
2020-05-20,Maroondah (C),0.2222222222222222,0.0
2020-05-20,Melbourne (C),0.19148936170212771,0.0
2020-05-20,Melton (C),0.1875,0.05469332540887819
2020-05-20,Monash (C),0.19999999999999996,0.014270587463003501
2020-05-20,Moonee Valley (C),0.19999999999999996,0.0
2020-05-20,Moreland (C),0.19999999999999996,0.07072913883344074
2020-05-20,Mornington Peninsula (S),0.2666666666666667,0.0
2020-05-20,Nillumbik (S),0.2571428571428571,0.0
2020-05-20,Port Phillip (C),0.2272727272727273,0.0
2020-05-20,Stonnington (C),0.21739130434782605,0.0
2020-05-20,Whitehorse (C),0.21052631578947367,0.008104312223490997
2020-05-20,Whittlesea (C),0.2647058823529411,0.00639619707706586
2020-05-20,Wyndham (C),0.21212121212121215,0.0
2020-05-20,Yarra (C),0.17391304347826086,0.02898680955231322
2020-05-20,average,0.2150144287718302,0.009234504801065219
2020-05-20,highSE,0.21884479388915135,0.006979442227405235
2020-05-20,lowSE,0.21501307545309145,0.011809954216744151
2020-05-20,midSE,0.2114495542504884,0.010269291634532341
2020-05-21,Banyule (C),0.1578947368421053,0.010967918837400602
2020-05-21,Bayside (C),0.17948717948717952,0.013509588430388469
2020-05-21,Boroondara (C),0.19999999999999996,0.015752596027825385
2020-05-21,Brimbank (C),0.125,0.013687305298082134
2020-05-21,Cardinia (S),0.17647058823529416,0.0
2020-05-21,Casey (C),0.21212121212121215,0.0
2020-05-21,Darebin (C),0.15000000000000002,0.026511814106229305
2020-05-21,Frankston (C),0.22580645161290325,0.010071213551019257
2020-05-21,Glen Eira (C),0.1428571428571429,0.009281259281259282
2020-05-21,Greater Dandenong (C),0.21212121212121215,0.0
2020-05-21,Hobsons Bay (C),0.11111111111111116,0.0
2020-05-21,Hume (C),0.125,0.019096591194816413
2020-05-21,Kingston (C) (Vic.),0.21621621621621623,
2020-05-21,Knox (C),0.18918918918918914,0.0
2020-05-21,Manningham (C),0.1578947368421053,0.0
2020-05-21,Maribyrnong (C),0.1707317073170732,0.0
2020-05-21,Maroondah (C),0.21052631578947367,0.0
2020-05-21,Melbourne (C),0.13725490196078427,0.0
2020-05-21,Melton (C),0.1515151515151515,0.05469332540887819
2020-05-21,Monash (C),0.17500000000000004,0.0
2020-05-21,Moonee Valley (C),0.1707317073170732,0.0
2020-05-21,Moreland (C),0.12195121951219512,0.047152759222293825
2020-05-21,Mornington Peninsula (S),0.27586206896551724,0.0
2020-05-21,Port Phillip (C),0.15555555555555556,0.0
2020-05-21,Stonnington (C),0.19148936170212771,0.0
2020-05-21,Whitehorse (C),0.15384615384615385,0.008104312223490997
2020-05-21,Whittlesea (C),0.17647058823529416,0.00639619707706586
2020-05-21,Wyndham (C),0.17647058823529416,0.0
2020-05-21,Yarra (C),0.12244897959183676,0.02898680955231322
2020-05-21,average,0.17302064855094412,0.008080191700932066
2020-05-21,highSE,0.1702508197826098,0.005816201856171029
2020-05-21,lowSE,0.17344949507233565,0.010497737081550357
2020-05-21,midSE,0.17488281846028653,0.009188313567739465
2020-05-22,Banyule (C),0.25,0.010967918837400602
2020-05-22,Bayside (C),0.2790697674418605,0.013509588430388469
2020-05-22,Boroondara (C),0.276595744680851,0.015752596027825385
2020-05-22,Brimbank (C),0.26315789473684215,0.0205309579471232
2020-05-22,Cardinia (S),0.32432432432432434,0.0
2020-05-22,Casey (C),0.3157894736842105,0.0
2020-05-22,Darebin (C),0.2857142857142857,0.026511814106229305
2020-05-22,Frankston (C),0.3529411764705882,0.0
2020-05-22,Glen Eira (C),0.26086956521739135,0.009281259281259282
2020-05-22,Greater Dandenong (C),0.2702702702702703,0.0
2020-05-22,Hobsons Bay (C),0.25,0.0
2020-05-22,Hume (C),0.3157894736842105,0.012731060796544272
2020-05-22,Kingston (C) (Vic.),0.30000000000000004,
2020-05-22,Knox (C),0.29268292682926833,0.0
2020-05-22,Manningham (C),0.26190476190476186,0.0
2020-05-22,Maribyrnong (C),0.24444444444444446,0.0
2020-05-22,Maroondah (C),0.31707317073170727,0.0
2020-05-22,Melbourne (C),0.18867924528301883,0.0
2020-05-22,Melton (C),0.2777777777777778,0.05469332540887818
2020-05-22,Monash (C),0.25,0.007135293731501751
2020-05-22,Moonee Valley (C),0.28888888888888886,0.011168916458738673
2020-05-22,Moreland (C),0.26086956521739135,0.039293966018578194
2020-05-22,Mornington Peninsula (S),0.3529411764705882,0.0
2020-05-22,Nillumbik (S),0.21052631578947367,0.0
2020-05-22,Port Phillip (C),0.29166666666666663,0.0
2020-05-22,Stonnington (C),0.28,0.0
2020-05-22,Whitehorse (C),0.2558139534883721,0.0
2020-05-22,Whittlesea (C),0.26315789473684215,0.00639619707706586
2020-05-22,Wyndham (C),0.2777777777777778,0.0
2020-05-22,Yarra (C),0.2727272727272727,0.02898680955231322
2020-05-22,average,0.2800339182501803,0.008080191700932066
2020-05-22,highSE,0.2685609487389877,0.006397822041788132
2020-05-22,lowSE,0.2893531893043205,0.011809954216744151
2020-05-22,midSE,0.27787065841373737,0.008107335500946587
2020-05-23,Banyule (C),0.36111111111111116,0.010967918837400602
2020-05-23,Boroondara (C),0.30000000000000004,0.023628894041738076
2020-05-23,Brimbank (C),0.4,0.0205309579471232
2020-05-23,Cardinia (S),0.4117647058823529,0.0
2020-05-23,Casey (C),0.4358974358974359,0.0
2020-05-23,Darebin (C),0.39534883720930236,0.026511814106229305
2020-05-23,Frankston (C),0.48571428571428577,0.0
2020-05-23,Glen Eira (C),0.38095238095238093,0.009281259281259282
2020-05-23,Greater Dandenong (C),0.368421052631579,0.0
2020-05-23,Hume (C),0.38888888888888884,0.006365530398272132
2020-05-23,Kingston (C) (Vic.),0.4358974358974359,
2020-05-23,Knox (C),0.4,0.0
2020-05-23,Manningham (C),0.3157894736842105,0.0
